layer,head,mean_delta_h1,std_delta_h1,n_prompts,role,stability
0,0,0.0018961588541666667,0.01029739742147964,60,neutral,0.9666666666666667
0,1,0.0,0.0,60,neutral,1.0
0,2,0.00021428636142185759,0.023274388147485184,60,neutral,0.8833333333333333
0,3,0.0,0.0,60,neutral,1.0
0,4,-8.100767930348714e-05,0.0006274827857146339,60,neutral,1.0
0,5,-6.933013598124186e-06,0.00011524176278434753,60,neutral,1.0
0,6,0.0023765299257599353,0.021598096742470648,60,neutral,0.9166666666666666
0,7,0.014343575984239578,0.029653980150652855,60,neutral,0.75
0,8,-0.0025231494506200154,0.026337277967352964,60,neutral,0.9
0,9,0.0,0.0,60,neutral,1.0
0,10,0.0002377559741338094,0.014145581187887397,60,neutral,0.95
0,11,7.8230616119173e-05,0.0006288196823603722,60,neutral,1.0
0,12,0.0,0.0,60,neutral,1.0
0,13,1.2388825416564941e-05,0.00021200727399202832,60,neutral,1.0
0,14,0.0,0.0,60,neutral,1.0
0,15,-0.010344244043032328,0.02505624253601348,60,neutral,0.85
0,16,0.0011256903409957886,0.009086156923650954,60,neutral,0.9833333333333333
0,17,0.0,0.0,60,neutral,1.0
0,18,0.0,0.0,60,neutral,1.0
0,19,5.679494804806025e-06,4.8001172942814776e-05,60,neutral,1.0
0,20,0.0019209457437197365,0.009589917917158857,60,neutral,0.9666666666666667
0,21,-0.004921998133261998,0.019593167564195206,60,neutral,0.8833333333333333
0,22,-0.0008644166092077892,0.006594996786534417,60,neutral,0.9833333333333333
0,23,-0.001721287767092387,0.009351260675394196,60,neutral,0.9666666666666667
1,0,0.0008866896231969197,0.006903199585234665,60,neutral,0.9833333333333333
1,1,-0.0029802133639653524,0.016179072779092286,60,neutral,0.9666666666666667
1,2,-0.00020434161027272542,0.0008141066778271528,60,neutral,1.0
1,3,-0.002936894885367817,0.01421377227591615,60,neutral,0.95
1,4,0.0018963903188705445,0.009257479164582373,60,neutral,0.9666666666666667
1,5,0.002491205020083321,0.023379946909739026,60,neutral,0.85
1,6,0.004357162718735043,0.024644265592945178,60,neutral,0.8166666666666667
1,7,0.004883538683255514,0.024111127447180757,60,neutral,0.9166666666666666
1,8,0.0015373975038528442,0.011914054017784781,60,neutral,0.9833333333333333
1,9,0.0071564463774363195,0.023231185890679115,60,neutral,0.9
1,10,-6.021618843078611e-05,0.00027662298640944747,60,neutral,1.0
1,11,0.0007531305154164632,0.007087740113175318,60,neutral,0.9833333333333333
1,12,0.006337604920069377,0.024866122893996666,60,neutral,0.9333333333333333
1,13,-0.00030753215154012047,0.011591265284005732,60,neutral,0.9666666666666667
1,14,-1.747310161590576e-05,0.00013261545779500895,60,neutral,1.0
1,15,-0.0009057809909184774,0.020546920625136463,60,neutral,0.85
1,16,0.003692626953125,0.013972464825476167,60,neutral,0.9333333333333333
