layer,head,mean_delta_h1,std_delta_h1,n_prompts,role,stability
4,20,-0.001306629180908203,0.008263848537820237,40,neutral,0.975
4,21,-0.0038587674498558044,0.013726029235403172,40,neutral,0.925
4,22,0.0,0.0,40,neutral,1.0
4,23,-0.0074898531039555875,0.023720577162135305,40,neutral,0.825
4,24,0.0,0.0,40,neutral,1.0
4,25,0.0,0.0,40,neutral,1.0
4,26,-0.0012852773070335388,0.008128807430307068,40,neutral,0.975
4,27,0.0,0.0,40,neutral,1.0
4,28,-0.015134051442146301,0.027145883446852558,40,neutral,0.75
4,29,-0.029465634499986966,0.0343282104105625,40,neutral,0.55
4,30,-0.023123702158530553,0.03286737721781514,40,neutral,0.65
4,31,-0.017679458484053612,0.02993865504969017,40,neutral,0.725
5,0,-0.023981699844201405,0.03656116952075076,40,neutral,0.675
5,1,-0.010051780939102173,0.027699647454470473,40,neutral,0.775
5,2,-0.019436558584372203,0.02872440969269592,40,neutral,0.675
5,3,-0.02640957087278366,0.03525181006971381,40,neutral,0.625
5,4,-0.006793420016765595,0.020891825223054127,40,neutral,0.9
5,5,-0.026331552465756736,0.03581128487867997,40,neutral,0.55
5,6,-0.043404016480559394,0.03579152554367519,40,bridge,0.7
5,7,-0.010503014177083969,0.04239888487162269,40,neutral,0.625
5,8,-0.0014276444911956788,0.009029216562341093,40,neutral,0.975
5,9,0.0,0.0,40,neutral,1.0
5,10,-0.004367699722448984,0.01556439342682135,40,neutral,0.925
5,11,-0.021552883088588715,0.03022063884302912,40,neutral,0.65
5,12,0.0,0.0,40,neutral,1.0
5,13,-0.01815261567632357,0.033897906412568304,40,neutral,0.65
5,14,-0.008263445645570754,0.0263047229662337,40,neutral,0.8
5,15,-0.013716795508350647,0.02805246654982565,40,neutral,0.8
5,16,-0.0013039186596870422,0.008246705696410058,40,neutral,0.975
5,17,-0.009397758543491364,0.023438295112856448,40,neutral,0.85
5,18,-0.017779863625764846,0.027915113944914263,40,neutral,0.7
5,19,-0.010362515846888224,0.022885319403516863,40,neutral,0.825
5,20,-0.015924737602472306,0.03154371675001934,40,neutral,0.7
5,21,-0.01429404765367508,0.027710982968495893,40,neutral,0.775
5,22,-0.02170995982984702,0.032361582951699795,40,neutral,0.675
5,23,-0.03217842305699985,0.033969484050402725,40,bridge,0.5
5,24,-0.0038765898346900937,0.0384963660509578,40,neutral,0.825
5,25,-0.06382782733511358,0.023259667444731093,40,bridge,0.925
5,26,-0.016005411318370275,0.028928801407841067,40,neutral,0.75
5,27,-0.009747320413589477,0.023715760318817673,40,neutral,0.85
5,28,-0.0011857837438583375,0.014868829083784675,40,neutral,0.925
5,29,-0.007026122510433197,0.02154659384575564,40,neutral,0.9
5,30,-0.0012797266244888306,0.008093701831487434,40,neutral,0.975
5,31,-0.002630472183227539,0.011612458090183714,40,neutral,0.95
6,0,-0.0027488693594932556,0.012176277995394974,40,neutral,0.95
6,1,-0.008142539858818054,0.023277547532201393,40,neutral,0.825
6,2,-0.02541760380069415,0.03462476960584337,40,neutral,0.625
6,3,-0.02674819926420848,0.032051767266684864,40,neutral,0.575
6,4,-3.6446750164031984e-05,0.02711111540477285,40,neutral,0.825
6,5,-0.03719203189015389,0.03714153288186186,40,bridge,0.525
6,6,-0.015492463856935501,0.03316281188112524,40,neutral,0.7
6,7,-0.014650905877351761,0.02589446444404684,40,neutral,0.75
6,8,-0.006808281193176906,0.021201488249329704,40,neutral,0.9
6,9,-0.015634464969237646,0.02589697582691463,40,neutral,0.725
6,10,-0.038396252418557805,0.03462827008383449,40,bridge,0.575
6,11,-0.016399460658431054,0.02543589864261594,40,neutral,0.7
6,12,-0.023794098198413847,0.03167444077744193,40,neutral,0.625
6,13,-0.017809761315584184,0.029878009803208098,40,neutral,0.725
6,14,-0.01159699708223343,0.027680791865084525,40,neutral,0.75
6,15,-0.02761656840642293,0.03634047434834456,40,neutral,0.6
6,16,0.0,0.0,40,neutral,1.0
6,17,-0.01769781708717346,0.02933870955982312,40,neutral,0.725
6,18,-0.006001327186822891,0.018332418503635317,40,neutral,0.9
6,19,-0.0014653593301773072,0.009267746147877997,40,neutral,0.975
6,20,-0.005486196279525757,0.016683601753391942,40,neutral,0.9
6,21,-0.004222773015499115,0.015124789458242962,40,neutral,0.925
6,22,-0.003139854967594147,0.014030295905535955,40,neutral,0.95
6,23,-0.008072662353515624,0.021924039578926316,40,neutral,0.875
6,24,-0.004302923381328583,0.015311189599271602,40,neutral,0.925
6,25,-0.002141641080379486,0.013544927489165843,40,neutral,0.975
6,26,-0.00909075140953064,0.02227496332405266,40,neutral,0.85
6,27,-0.004015085846185684,0.014294885663562469,40,neutral,0.925
6,28,-0.03356907566388448,0.03781454957279433,40,neutral,0.525
6,29,-0.02959321655333042,0.03598204579424042,40,neutral,0.575
6,30,0.0,0.0,40,neutral,1.0
6,31,-0.027414172664284708,0.031065849994865325,40,neutral,0.55
7,0,-0.032205528517564135,0.03943260837759123,40,neutral,0.575
7,1,-0.009153220802545547,0.02613238832237568,40,neutral,0.8
7,2,0.0,0.0,40,neutral,1.0
7,3,-0.031039191782474516,0.03377316460818442,40,neutral,0.525
7,4,-0.006421419978141785,0.019591298495907634,40,neutral,0.9
7,5,-0.022888221964240073,0.03682670287823366,40,neutral,0.575
7,6,-0.012007419454554715,0.033597866920392856,40,neutral,0.675
7,7,-0.012587960561116537,0.04523847991312218,40,neutral,0.625
7,8,-0.010484089702367782,0.023130524708260693,40,neutral,0.825
7,9,-0.010080156475305557,0.02922987346153161,40,neutral,0.725
7,10,-0.02037776753306389,0.03470744551680849,40,neutral,0.65
7,11,-0.00925685852766037,0.03314512984327531,40,neutral,0.725
7,12,-0.001348283886909485,0.008527296030277708,40,neutral,0.975
7,13,-0.011651463806629181,0.023729720308023068,40,neutral,0.8
7,14,-0.009050843119621278,0.03647426581865589,40,neutral,0.625
7,15,-0.004403617978096008,0.015680980001869616,40,neutral,0.925
7,16,-0.0034557685256004335,0.015413378792344404,40,neutral,0.95
7,17,-0.02384588301181793,0.031458726554832374,40,neutral,0.625
7,18,-0.0015859082341194153,0.010030164359665823,40,neutral,0.975
7,19,-0.00968911275267601,0.02850951637835602,40,neutral,0.8
7,20,-0.032260582347710925,0.030010013699027283,40,bridge,0.55
7,21,-0.029120783880352975,0.03148359861738336,40,neutral,0.525
7,22,0.0,0.0,40,neutral,1.0
7,23,-0.0014703154563903808,0.009299091442287154,40,neutral,0.975
7,24,-0.02343626506626606,0.037530688437748566,40,neutral,0.475
7,25,-0.024303121368090312,0.03686337953673199,40,neutral,0.55
7,26,-0.008316639065742492,0.02780973917351331,40,neutral,0.8
7,27,-0.028658148158680306,0.03336664147264818,40,neutral,0.55
7,28,-0.00267714262008667,0.011818074394514471,40,neutral,0.95
7,29,0.0,0.0,40,neutral,1.0
7,30,0.0,0.0,40,neutral,1.0
7,31,-0.0012552767992019653,0.007939067558888088,40,neutral,0.975
8,0,-0.044380890453855196,0.031910224196358666,40,bridge,0.675
8,1,-0.03506937917531569,0.04338893193864323,40,bridge,0.55
8,2,-0.020294677135017182,0.03556446695102011,40,neutral,0.65
8,3,-0.055283731420834856,0.027850907335509496,40,bridge,0.825
8,4,-0.015170151740312577,0.029440943059465426,40,neutral,0.7
8,5,-0.03557634676496188,0.03405622577291854,40,bridge,0.525
8,6,-0.010421840846538544,0.023210155456259374,40,neutral,0.825
8,7,-0.007525072991847992,0.020424678884373392,40,neutral,0.875
8,8,-0.02703312933444977,0.03977693286950805,40,neutral,0.5
8,9,-0.025765212376912434,0.032831315799721976,40,neutral,0.6
8,10,0.0,0.0,40,neutral,1.0
8,11,-0.005581171810626983,0.016987169066467744,40,neutral,0.9
8,12,-0.005665113031864166,0.0172948766790196,40,neutral,0.9
8,13,-0.014418165882428488,0.027580081460432844,40,neutral,0.775
8,14,-0.0034147366881370545,0.015103919049640303,40,neutral,0.95
8,15,-0.014747204631567002,0.026057816849048957,40,neutral,0.75
8,16,-0.0067991774529218675,0.02094556950126123,40,neutral,0.9
8,17,0.0,0.0,40,neutral,1.0
8,18,-0.0027538483341534937,0.012185841328845287,40,neutral,0.95
8,19,0.0,0.0,40,neutral,1.0
8,20,-0.029645351693034172,0.03463067095825353,40,neutral,0.55
8,21,-0.014080255925655366,0.03281989499752193,40,neutral,0.65
8,22,0.0,0.0,40,neutral,1.0
8,23,-0.00930988738934199,0.02899467763779114,40,neutral,0.725
8,24,-0.006334495544433594,0.019552740780070146,40,neutral,0.9
8,25,-0.012562787532806397,0.02797817620970259,40,neutral,0.825
8,26,-0.006877927482128144,0.023756717556526172,40,neutral,0.825
8,27,-0.01502558390299479,0.026519526311065765,40,neutral,0.75
8,28,-0.015289640426635743,0.02893808719301544,40,neutral,0.775
8,29,-0.02895059958100319,0.033079788449290284,40,neutral,0.55
8,30,-0.03304160237312317,0.036092099355442366,40,neutral,0.525
8,31,-0.02620125412940979,0.03823457481375612,40,neutral,0.575
9,0,-0.01931575909256935,0.03261428691454626,40,neutral,0.725
9,1,-0.006014910837014516,0.018418525306025946,40,neutral,0.9
9,2,-0.025140906870365142,0.03183204715709985,40,neutral,0.6
9,3,-0.014243602007627486,0.027247440799285493,40,neutral,0.775
9,4,-0.009522292017936706,0.024155626104247672,40,neutral,0.8
9,5,-0.01327597014605999,0.030035229818521865,40,neutral,0.725
9,6,-0.0033697344362735747,0.015072610863760895,40,neutral,0.95
9,7,-0.019106318056583405,0.031805862486325484,40,neutral,0.7
9,8,-0.0013040706515312194,0.008247666977236797,40,neutral,0.975
9,9,-0.013004024823506674,0.029240363908393678,40,neutral,0.825
9,10,-0.0015095531940460204,0.009547252684735108,40,neutral,0.975
9,11,-0.014469826221466064,0.025544971861849324,40,neutral,0.75
9,12,-0.024133364359537758,0.030226734186818618,40,neutral,0.6
9,13,-0.005790327489376068,0.01762813674270112,40,neutral,0.9
9,14,-0.018165285189946492,0.03272693948968761,40,neutral,0.675
9,15,-0.0038361772894859314,0.013644603044791334,40,neutral,0.925
9,16,-0.005475336064894994,0.020177505611380122,40,neutral,0.925
9,17,-0.011044447124004365,0.03148241730864166,40,neutral,0.775
9,18,-0.018864976093173027,0.029404382120124282,40,neutral,0.7
9,19,-0.010409804284572602,0.023019420426689054,40,neutral,0.825
9,20,-0.02028073494633039,0.03005131378418064,40,neutral,0.675
9,21,-0.02809729411133698,0.0339732745454586,40,neutral,0.575
9,22,-0.01650412375728289,0.03270004919813929,40,neutral,0.775
9,23,-0.0030370548367500303,0.025666834565258416,40,neutral,0.85
9,24,-0.008810798823833465,0.021327318142185952,40,neutral,0.85
9,25,-0.01704254555205504,0.02967926214574881,40,neutral,0.725
9,26,-0.022521194517612458,0.03197326281802653,40,neutral,0.65
9,27,-0.005477701127529144,0.01669318779153807,40,neutral,0.9
9,28,-0.030850092694163323,0.03543084904683092,40,neutral,0.525
9,29,-0.005742515623569489,0.017510374897010288,40,neutral,0.9
9,30,-0.03965990990400314,0.03602800957140002,40,bridge,0.625
9,31,-0.030104788243770598,0.04200691181551529,40,bridge,0.525
10,0,-0.006784319877624512,0.018262412017350998,40,neutral,0.875
10,1,-0.006956912577152252,0.018651854580575087,40,neutral,0.875
10,2,-0.009169179946184158,0.03812577596494238,40,neutral,0.675
10,3,-0.017818959554036458,0.03514476960017466,40,neutral,0.625
10,4,-0.038412255917986235,0.040317388592684626,40,bridge,0.525
10,5,-0.028594018419583637,0.03534572680829599,40,neutral,0.575
10,6,-0.023294474308689438,0.03272079225869955,40,neutral,0.65
10,7,-0.04011980469028155,0.036174264492574576,40,bridge,0.6
10,8,-0.03161940068683841,0.04426326696991629,40,bridge,0.55
10,9,-0.03549930105606715,0.03593301594218628,40,bridge,0.525
10,10,-0.04648396248618762,0.036588574602437154,40,bridge,0.675
10,11,-0.013625259697437286,0.025731166089309317,40,neutral,0.775
10,12,-0.04580926572283109,0.03880598074188841,40,bridge,0.675
10,13,-0.03366334512829781,0.031245458167773153,40,bridge,0.55
10,14,-0.060534622576974687,0.03205462815887338,40,bridge,0.775
10,15,-0.016836147010326385,0.03210409328808726,40,neutral,0.7
10,16,-0.015400536358356476,0.02732232015692249,40,neutral,0.75
10,17,0.0,0.0,40,neutral,1.0
10,18,0.0,0.0,40,neutral,1.0
10,19,-0.001578448712825775,0.009982986204580964,40,neutral,0.975
10,20,-0.04449700956898076,0.03708416735349215,40,bridge,0.625
10,21,-0.021847347276551382,0.03922216506771961,40,neutral,0.525
10,22,-0.02943888381123543,0.03216282299355041,40,neutral,0.525
10,23,-0.03221885971724987,0.03488508947510727,40,bridge,0.5
10,24,-0.041224789892633756,0.030721997089178766,40,bridge,0.65
10,25,-0.024688501308361692,0.030998363034227153,40,neutral,0.6
10,26,-0.021555783723791442,0.03228952080939892,40,neutral,0.675
10,27,-0.007486302405595779,0.0201233091907082,40,neutral,0.875
10,28,-0.016878917813301086,0.028007912668907693,40,neutral,0.725
10,29,-0.021491476928903942,0.02997085777898402,40,neutral,0.625
10,30,-0.04780809978644053,0.036931419909935724,40,bridge,0.675
10,31,-0.02222229279577732,0.03155802483122374,40,neutral,0.65
11,0,-0.00448770597577095,0.015969436806241435,40,neutral,0.925
11,1,-0.002894875407218933,0.012806101153980126,40,neutral,0.95
11,2,-0.0040872633457183834,0.014561010611232009,40,neutral,0.925
11,3,-0.0012720629572868347,0.008045232544311762,40,neutral,0.975
11,4,-0.025459618866443635,0.03422172635075852,40,neutral,0.625
11,5,-0.007140038907527924,0.023862735922983085,40,neutral,0.825
11,6,-0.014791290424764156,0.025275868004907432,40,neutral,0.75
11,7,-0.015379514793554941,0.02536776138917555,40,neutral,0.725
11,8,-0.0033048901706933973,0.01483380961867408,40,neutral,0.95
11,9,-0.034523296356201175,0.034927917755476934,40,bridge,0.55
11,10,-0.02809247647722562,0.03196885619554996,40,neutral,0.55
11,11,-0.01131347802778085,0.03259090775165957,40,neutral,0.7
11,12,-0.016144015515844025,0.037372287034603595,40,neutral,0.6
11,13,-0.020539098978042604,0.033441887264443686,40,neutral,0.675
11,14,-0.021905809818279175,0.034536039184790555,40,neutral,0.625
11,15,-0.011588602513074874,0.023570627144426554,40,neutral,0.8
11,16,-0.004193301498889923,0.014992948677367316,40,neutral,0.925
11,17,0.085510500953311,0.020774588022679938,40,cone,0.975
11,18,-0.029811879843473433,0.034023710378467305,40,neutral,0.55
11,19,-0.0013915687799453736,0.008801053730818045,40,neutral,0.975
11,20,-0.03600000540415446,0.03794331418486597,40,bridge,0.55
11,21,-0.029193408567280997,0.05062739564666133,40,bridge,0.55
11,22,-0.03991486822565397,0.04698618830928081,40,bridge,0.55
11,23,-0.039367262671391165,0.03278509450269964,40,bridge,0.6
11,24,-0.02201902468999227,0.030875605438925906,40,neutral,0.65
11,25,-0.03565905707577864,0.033348375091021294,40,bridge,0.55
11,26,-0.025370310743649798,0.032135253634602734,40,neutral,0.6
11,27,-0.0023198843002319334,0.036945686902507296,40,neutral,0.625
11,28,-0.027814626693725586,0.03208495919593639,40,neutral,0.55
11,29,-0.016204159210125604,0.03694368904580529,40,neutral,0.65
11,30,-0.008222579956054688,0.022378267937943567,40,neutral,0.875
11,31,-0.011133953183889388,0.02473711237580926,40,neutral,0.825
12,0,-0.008284960687160493,0.0339910211615431,40,neutral,0.8
12,1,-0.020450259745121,0.03988350871313742,40,neutral,0.65
12,2,-0.039207880447308226,0.03650132578389085,40,bridge,0.575
12,3,-0.01117476224899292,0.022796415998177968,40,neutral,0.8
12,4,-0.06475430911968624,0.036010892556349844,40,bridge,0.8
12,5,-0.01082381357749303,0.02730139042651844,40,neutral,0.85
12,6,-0.03952637818301954,0.0402938480373875,40,bridge,0.55
12,7,-0.04825054184731209,0.049932122140440696,40,bridge,0.55
12,8,-0.017980772256851196,0.0280426613075545,40,neutral,0.7
12,9,-0.037606379622150035,0.03700099032196925,40,bridge,0.55
12,10,-0.019175870344042778,0.033085353394116,40,neutral,0.725
12,11,-0.007062648981809616,0.02162301753870241,40,neutral,0.9
12,12,-0.022715311869978903,0.03205385288010506,40,neutral,0.65
12,13,-0.014074388891458511,0.03013824220577926,40,neutral,0.725
12,14,-0.02382581668595473,0.0312515950412606,40,neutral,0.625
12,15,-0.02947426455598029,0.036269151054446724,40,neutral,0.5
12,16,-0.006012740731239319,0.018365248653953604,40,neutral,0.9
12,17,-0.02221657012899717,0.030853525639107735,40,neutral,0.65
12,18,-0.00906097687780857,0.021884820637747944,40,neutral,0.85
12,19,-0.026720893134673435,0.04193083643220155,40,neutral,0.5
12,20,-0.019955752541621526,0.029457511692239587,40,neutral,0.675
12,21,-0.021903294324874877,0.0326958293586406,40,neutral,0.675
12,22,-0.011926463494698206,0.024510174686743214,40,neutral,0.8
12,23,-0.03125646859407425,0.0345324124308746,40,neutral,0.525
12,24,-0.016197313417991,0.0429729905186569,40,neutral,0.5
12,25,-0.010163380925854048,0.039336612586164055,40,neutral,0.65
12,26,-0.027892034252484637,0.03996886706934082,40,bridge,0.475
12,27,-0.01504463533560435,0.028966935212818238,40,neutral,0.775
12,28,-0.008975055813789368,0.021731361867777077,40,neutral,0.85
12,29,-0.022690953314304353,0.031772262644292094,40,neutral,0.65
12,30,-0.015155622363090515,0.026985161005995753,40,neutral,0.75
12,31,-0.02085627168416977,0.03166916843630187,40,neutral,0.7
13,0,-0.009780378639698028,0.02783624481207059,40,neutral,0.725
13,1,-1.6592442989349365e-05,0.011464497653026,40,neutral,0.95
13,2,-0.0190207839012146,0.030172355880323118,40,neutral,0.7
13,3,-0.002725251019001007,0.012035703995084853,40,neutral,0.95
13,4,-0.02617366562287013,0.04552057573288489,40,bridge,0.475
13,5,-0.031057728578646977,0.03735448961748971,40,neutral,0.525
13,6,-0.029005695482095084,0.03411041802142973,40,neutral,0.55
13,7,-0.020103179663419724,0.030108549487935028,40,neutral,0.675
13,8,-0.006434703369935353,0.020100376335145553,40,neutral,0.9
13,9,-0.003953641653060913,0.014064007493390712,40,neutral,0.925
13,10,-0.019216042011976242,0.028250850700954722,40,neutral,0.675
13,11,-0.009737879782915116,0.0272396746333772,40,neutral,0.775
13,12,-0.023531877249479295,0.03593305836500573,40,neutral,0.575
13,13,-0.01663921276728312,0.0479873020273651,40,bridge,0.45
13,14,-0.009523561596870423,0.0316058860883939,40,neutral,0.725
13,15,-0.024836485832929613,0.04325553755230569,40,neutral,0.575
