prompt_id,category,layer,head,delta_h1,role
rep_004,repetition,22,22,-0.09208667278289795,bridge
rep_004,repetition,22,23,-0.0875215232372284,bridge
rep_004,repetition,22,24,-0.07025261720021565,bridge
rep_004,repetition,22,25,-0.054287075996398926,bridge
rep_004,repetition,22,26,-0.069865882396698,bridge
rep_004,repetition,22,27,0.0,neutral
rep_004,repetition,22,28,0.0,neutral
rep_004,repetition,22,29,0.0,neutral
rep_004,repetition,22,30,-0.08142158389091492,bridge
rep_004,repetition,22,31,0.0,neutral
rep_004,repetition,23,0,-0.009738147258758545,neutral
rep_004,repetition,23,1,0.0,neutral
rep_004,repetition,23,2,0.109375,cone
rep_004,repetition,23,3,0.0,neutral
rep_004,repetition,23,4,0.012927085161209106,neutral
rep_004,repetition,23,5,0.04480125506718953,cone
rep_004,repetition,23,6,0.029893815517425537,neutral
rep_004,repetition,23,7,-0.012063244978586837,neutral
rep_004,repetition,23,8,-0.053803086280822754,bridge
rep_004,repetition,23,9,0.0,neutral
rep_004,repetition,23,10,0.012979070345560714,neutral
rep_004,repetition,23,11,0.003939539194107056,neutral
rep_004,repetition,23,12,-0.06722462177276611,bridge
rep_004,repetition,23,13,-0.06930363178253174,bridge
rep_004,repetition,23,14,0.0,neutral
rep_004,repetition,23,15,0.0,neutral
rep_004,repetition,23,16,0.0,neutral
rep_004,repetition,23,17,0.11572265625,cone
rep_004,repetition,23,18,-0.06866204738616943,bridge
rep_004,repetition,23,19,0.0,neutral
rep_004,repetition,23,20,-0.06844466924667358,bridge
rep_004,repetition,23,21,-0.0789330005645752,bridge
rep_004,repetition,23,22,-0.002695411443710327,neutral
rep_004,repetition,23,23,-0.07059526443481445,bridge
rep_004,repetition,23,24,0.0,neutral
rep_004,repetition,23,25,0.004948854446411133,neutral
rep_004,repetition,23,26,-0.05592489242553711,bridge
rep_004,repetition,23,27,-0.07155972719192505,bridge
rep_004,repetition,23,28,0.0,neutral
rep_004,repetition,23,29,-0.05659988522529602,bridge
rep_004,repetition,23,30,0.0,neutral
rep_004,repetition,23,31,0.0,neutral
rep_004,repetition,24,0,0.0,neutral
rep_004,repetition,24,1,0.0,neutral
rep_004,repetition,24,2,-0.06457501649856567,bridge
rep_004,repetition,24,3,-0.05007451772689819,bridge
rep_004,repetition,24,4,0.0,neutral
rep_004,repetition,24,5,-0.06012946367263794,bridge
rep_004,repetition,24,6,0.0,neutral
rep_004,repetition,24,7,-0.054917097091674805,bridge
rep_004,repetition,24,8,0.0,neutral
rep_004,repetition,24,9,0.0,neutral
rep_004,repetition,24,10,0.0,neutral
rep_004,repetition,24,11,0.0,neutral
rep_004,repetition,24,12,0.0,neutral
rep_004,repetition,24,13,0.0,neutral
rep_004,repetition,24,14,0.0,neutral
rep_004,repetition,24,15,0.0,neutral
rep_004,repetition,24,16,0.0,neutral
rep_004,repetition,24,17,0.0,neutral
rep_004,repetition,24,18,0.0,neutral
rep_004,repetition,24,19,0.0,neutral
rep_004,repetition,24,20,-0.06227096915245056,bridge
rep_004,repetition,24,21,0.024356106917063393,neutral
rep_004,repetition,24,22,0.018647680679957077,neutral
rep_004,repetition,24,23,-0.09162981510162353,bridge
rep_004,repetition,24,24,0.0,neutral
rep_004,repetition,24,25,-0.08425730466842651,bridge
rep_004,repetition,24,26,-0.005812555551528931,neutral
rep_004,repetition,24,27,0.0,neutral
rep_004,repetition,24,28,0.0,neutral
rep_004,repetition,24,29,-0.07547497749328613,bridge
rep_004,repetition,24,30,0.0,neutral
rep_004,repetition,24,31,0.0,neutral
rep_004,repetition,25,0,0.0,neutral
rep_004,repetition,25,1,0.0,neutral
rep_004,repetition,25,2,-0.061346232891082764,bridge
rep_004,repetition,25,3,-0.056585490703582764,bridge
rep_004,repetition,25,4,-0.06155914068222046,bridge
rep_004,repetition,25,5,0.07568359375,cone
rep_004,repetition,25,6,0.0,neutral
rep_004,repetition,25,7,0.0,neutral
rep_004,repetition,25,8,0.0,neutral
rep_004,repetition,25,9,-0.059813618659973145,bridge
rep_004,repetition,25,10,-0.06191356976826986,bridge
rep_004,repetition,25,11,-0.05870562791824341,bridge
rep_004,repetition,25,12,0.0,neutral
rep_004,repetition,25,13,-0.0928235650062561,bridge
rep_004,repetition,25,14,0.0,neutral
rep_004,repetition,25,15,-0.02337205410003662,neutral
rep_004,repetition,25,16,-0.057749807834625244,bridge
rep_004,repetition,25,17,-0.0816417932510376,bridge
rep_004,repetition,25,18,0.0,neutral
rep_004,repetition,25,19,-0.05174332857131958,bridge
rep_004,repetition,25,20,-0.05648714303970337,bridge
rep_004,repetition,25,21,-0.057307928800582886,bridge
rep_004,repetition,25,22,-0.05486172437667847,bridge
rep_004,repetition,25,23,-0.06295955181121826,bridge
rep_004,repetition,25,24,0.0,neutral
rep_004,repetition,25,25,-0.05873298645019531,bridge
rep_004,repetition,25,26,0.0,neutral
rep_004,repetition,25,27,0.0,neutral
rep_004,repetition,25,28,0.0,neutral
rep_004,repetition,25,29,0.0,neutral
rep_004,repetition,25,30,-0.069062739610672,bridge
rep_004,repetition,25,31,0.0,neutral
rep_004,repetition,26,0,0.0,neutral
rep_004,repetition,26,1,0.0,neutral
rep_004,repetition,26,2,-0.06012868881225586,bridge
rep_004,repetition,26,3,0.0,neutral
rep_004,repetition,26,4,-0.11412747701009114,bridge
rep_004,repetition,26,5,-0.11431270837783813,bridge
rep_004,repetition,26,6,-0.07253757119178772,bridge
rep_004,repetition,26,7,-0.08976411819458008,bridge
rep_004,repetition,26,8,-0.05370551347732544,bridge
rep_004,repetition,26,9,-0.05713605880737305,bridge
rep_004,repetition,26,10,-0.0582127571105957,bridge
rep_004,repetition,26,11,0.0,neutral
rep_004,repetition,26,12,0.0,neutral
rep_004,repetition,26,13,-0.0663834015528361,bridge
rep_004,repetition,26,14,-0.07830239832401276,bridge
rep_004,repetition,26,15,-0.12212932109832764,bridge
rep_004,repetition,26,16,-0.05241185426712036,bridge
rep_004,repetition,26,17,0.0,neutral
rep_004,repetition,26,18,0.0,neutral
rep_004,repetition,26,19,-0.0771452784538269,bridge
rep_004,repetition,26,20,0.0,neutral
rep_004,repetition,26,21,0.0,neutral
rep_004,repetition,26,22,0.0,neutral
rep_004,repetition,26,23,0.0556640625,cone
rep_004,repetition,26,24,0.0,neutral
rep_004,repetition,26,25,-0.06364637613296509,bridge
rep_004,repetition,26,26,0.0,neutral
rep_004,repetition,26,27,-0.05406889319419861,bridge
rep_004,repetition,26,28,-0.055013179779052734,bridge
rep_004,repetition,26,29,0.0,neutral
rep_004,repetition,26,30,0.0,neutral
rep_004,repetition,26,31,-0.06608018279075623,bridge
rep_004,repetition,27,0,0.0,neutral
rep_004,repetition,27,1,0.0,neutral
rep_004,repetition,27,2,0.0,neutral
rep_004,repetition,27,3,0.0,neutral
rep_004,repetition,27,4,-0.06767770648002625,bridge
rep_004,repetition,27,5,0.0,neutral
rep_004,repetition,27,6,0.0,neutral
rep_004,repetition,27,7,0.0,neutral
rep_004,repetition,27,8,-0.05646020174026489,bridge
rep_004,repetition,27,9,-0.06356030702590942,bridge
rep_004,repetition,27,10,-0.06028717756271362,bridge
rep_004,repetition,27,11,0.0,neutral
rep_004,repetition,27,12,0.0,neutral
rep_004,repetition,27,13,-0.05127173662185669,bridge
rep_004,repetition,27,14,0.0,neutral
rep_004,repetition,27,15,0.0,neutral
rep_004,repetition,27,16,0.0,neutral
rep_004,repetition,27,17,0.0,neutral
rep_004,repetition,27,18,-0.07468360662460327,bridge
rep_004,repetition,27,19,0.0,neutral
rep_004,repetition,27,20,-0.062258899211883545,bridge
rep_004,repetition,27,21,0.0,neutral
rep_004,repetition,27,22,-0.05974942445755005,bridge
rep_004,repetition,27,23,-0.05998408794403076,bridge
rep_004,repetition,27,24,-0.05678406357765198,bridge
rep_004,repetition,27,25,-0.0688776969909668,bridge
rep_004,repetition,27,26,-0.07118199268976848,bridge
rep_004,repetition,27,27,-0.07520920038223267,bridge
rep_004,repetition,27,28,0.0,neutral
rep_004,repetition,27,29,-0.09811341762542725,bridge
rep_004,repetition,27,30,-0.06553389132022858,bridge
rep_004,repetition,27,31,0.056640625,cone
rep_004,repetition,28,0,-0.054339468479156494,bridge
rep_004,repetition,28,1,0.0,neutral
rep_004,repetition,28,2,-0.05729871988296509,bridge
rep_004,repetition,28,3,-0.05274474620819092,bridge
rep_004,repetition,28,4,0.0,neutral
rep_004,repetition,28,5,0.0,neutral
rep_004,repetition,28,6,0.0,neutral
rep_004,repetition,28,7,0.0,neutral
rep_004,repetition,28,8,0.0,neutral
rep_004,repetition,28,9,-0.05989283323287964,bridge
rep_004,repetition,28,10,-0.052249789237976074,bridge
rep_004,repetition,28,11,0.0,neutral
rep_004,repetition,28,12,0.03846442699432373,cone
rep_004,repetition,28,13,-0.05955119431018829,bridge
rep_004,repetition,28,14,0.0,neutral
rep_004,repetition,28,15,-0.07567964792251587,bridge
rep_004,repetition,28,16,0.0,neutral
rep_004,repetition,28,17,0.0,neutral
rep_004,repetition,28,18,0.0,neutral
rep_004,repetition,28,19,0.0,neutral
rep_004,repetition,28,20,-0.06495356559753418,bridge
rep_004,repetition,28,21,0.055811166763305664,cone
rep_004,repetition,28,22,0.0,neutral
rep_004,repetition,28,23,-0.06449590623378754,bridge
rep_004,repetition,28,24,0.0,neutral
rep_004,repetition,28,25,0.0,neutral
rep_004,repetition,28,26,0.0,neutral
rep_004,repetition,28,27,0.0,neutral
rep_004,repetition,28,28,0.0,neutral
rep_004,repetition,28,29,0.0733642578125,cone
rep_004,repetition,28,30,0.10009765625,cone
rep_004,repetition,28,31,0.0,neutral
rep_004,repetition,29,0,-0.07193243503570557,bridge
rep_004,repetition,29,1,0.0,neutral
rep_004,repetition,29,2,-0.05922377109527588,bridge
rep_004,repetition,29,3,-0.06791210174560547,bridge
rep_004,repetition,29,4,0.0,neutral
rep_004,repetition,29,5,0.0,neutral
rep_004,repetition,29,6,0.0,neutral
rep_004,repetition,29,7,-0.05325630307197571,bridge
rep_004,repetition,29,8,0.0,neutral
rep_004,repetition,29,9,-0.07531299591064453,bridge
rep_004,repetition,29,10,0.0,neutral
rep_004,repetition,29,11,0.02705208957195282,neutral
rep_004,repetition,29,12,-0.0685393214225769,bridge
rep_004,repetition,29,13,-0.08040246367454529,bridge
rep_004,repetition,29,14,-0.05564761161804199,bridge
rep_004,repetition,29,15,-0.06007577975591023,bridge
rep_004,repetition,29,16,0.0,neutral
rep_004,repetition,29,17,-0.0535091757774353,bridge
rep_004,repetition,29,18,-0.06282311677932739,bridge
rep_004,repetition,29,19,-0.06277501583099365,bridge
rep_004,repetition,29,20,-0.05833229422569275,bridge
rep_004,repetition,29,21,-0.060210585594177246,bridge
rep_004,repetition,29,22,0.0,neutral
rep_004,repetition,29,23,-0.07334418296813965,bridge
rep_004,repetition,29,24,0.0,neutral
rep_004,repetition,29,25,0.0,neutral
rep_004,repetition,29,26,0.0,neutral
rep_004,repetition,29,27,-0.0745496153831482,bridge
rep_004,repetition,29,28,-0.05200791358947754,bridge
rep_004,repetition,29,29,0.0,neutral
rep_004,repetition,29,30,0.0,neutral
rep_004,repetition,29,31,0.0,neutral
rep_004,repetition,30,0,-0.06541508436203003,bridge
rep_004,repetition,30,1,-0.05661964416503906,bridge
rep_004,repetition,30,2,0.0,neutral
rep_004,repetition,30,3,-0.0500674843788147,bridge
rep_004,repetition,30,4,-0.015374958515167236,neutral
rep_004,repetition,30,5,0.057373046875,cone
rep_004,repetition,30,6,-0.07466604709625244,bridge
rep_004,repetition,30,7,-0.050920963287353516,bridge
rep_004,repetition,30,8,-0.09022438526153564,bridge
rep_004,repetition,30,9,-0.06734979152679443,bridge
rep_004,repetition,30,10,0.0,neutral
rep_004,repetition,30,11,-0.09975165128707886,bridge
rep_004,repetition,30,12,-0.06415826082229614,bridge
rep_004,repetition,30,13,0.0,neutral
rep_004,repetition,30,14,0.0,neutral
rep_004,repetition,30,15,-0.06910234689712524,bridge
rep_004,repetition,30,16,0.0,neutral
rep_004,repetition,30,17,-0.05314505100250244,bridge
rep_004,repetition,30,18,0.0,neutral
rep_004,repetition,30,19,0.0,neutral
rep_004,repetition,30,20,0.0,neutral
rep_004,repetition,30,21,0.0,neutral
rep_004,repetition,30,22,0.0,neutral
rep_004,repetition,30,23,0.0,neutral
rep_004,repetition,30,24,-0.07450315356254578,bridge
rep_004,repetition,30,25,-0.08652069568634033,bridge
rep_004,repetition,30,26,-0.07712241013844807,bridge
rep_004,repetition,30,27,-0.08665597438812256,bridge
rep_004,repetition,30,28,0.0,neutral
rep_004,repetition,30,29,-0.08222410082817078,bridge
rep_004,repetition,30,30,0.0,neutral
rep_004,repetition,30,31,0.0,neutral
rep_004,repetition,31,0,0.0,neutral
rep_004,repetition,31,1,-0.053336501121520996,bridge
rep_004,repetition,31,2,-0.05284833908081055,bridge
rep_004,repetition,31,3,0.0,neutral
rep_004,repetition,31,4,0.0,neutral
rep_004,repetition,31,5,-0.058278799057006836,bridge
rep_004,repetition,31,6,-0.0597594678401947,bridge
rep_004,repetition,31,7,-0.06205884615580241,bridge
rep_004,repetition,31,8,-0.023081064224243164,neutral
rep_004,repetition,31,9,0.0,neutral
rep_004,repetition,31,10,0.0,neutral
rep_004,repetition,31,11,-0.06656289100646973,bridge
rep_004,repetition,31,12,0.0,neutral
rep_004,repetition,31,13,0.0,neutral
rep_004,repetition,31,14,-0.0554124116897583,bridge
rep_004,repetition,31,15,-0.06342801451683044,bridge
rep_004,repetition,31,16,0.0,neutral
rep_004,repetition,31,17,-0.0655134916305542,bridge
rep_004,repetition,31,18,0.0,neutral
rep_004,repetition,31,19,0.0,neutral
rep_004,repetition,31,20,0.0,neutral
rep_004,repetition,31,21,0.0,neutral
rep_004,repetition,31,22,-0.06548416614532471,bridge
rep_004,repetition,31,23,0.0,neutral
rep_004,repetition,31,24,0.0,neutral
rep_004,repetition,31,25,-0.08983570337295532,bridge
rep_004,repetition,31,26,-0.0582853356997172,bridge
rep_004,repetition,31,27,0.0,neutral
rep_004,repetition,31,28,-0.10467436909675598,bridge
rep_004,repetition,31,29,0.0,neutral
rep_004,repetition,31,30,-0.07322126626968384,bridge
rep_004,repetition,31,31,-0.08293372392654419,bridge
rep_004,repetition,32,0,-0.08600270748138428,bridge
rep_004,repetition,32,1,-0.054205119609832764,bridge
rep_004,repetition,32,2,-0.1270926296710968,bridge
rep_004,repetition,32,3,-0.09017488360404968,bridge
rep_004,repetition,32,4,-0.06739658117294312,bridge
rep_004,repetition,32,5,-0.08498557408650716,bridge
rep_004,repetition,32,6,-0.060647010803222656,bridge
rep_004,repetition,32,7,-0.08578446507453918,bridge
rep_004,repetition,32,8,-0.07953139543533325,bridge
rep_004,repetition,32,9,-0.05320471525192261,bridge
rep_004,repetition,32,10,-0.060891568660736084,bridge
rep_004,repetition,32,11,-0.06715961297353108,bridge
rep_004,repetition,32,12,0.0,neutral
rep_004,repetition,32,13,0.05078125,cone
rep_004,repetition,32,14,0.0,neutral
rep_004,repetition,32,15,0.0,neutral
rep_004,repetition,32,16,0.0,neutral
rep_004,repetition,32,17,-0.055966734886169434,bridge
rep_004,repetition,32,18,-0.05372339487075806,bridge
rep_004,repetition,32,19,0.0,neutral
rep_004,repetition,32,20,0.0,neutral
rep_004,repetition,32,21,0.0703125,cone
rep_004,repetition,32,22,-0.06759262084960938,bridge
rep_004,repetition,32,23,0.0,neutral
rep_004,repetition,32,24,0.0,neutral
rep_004,repetition,32,25,0.0,neutral
rep_004,repetition,32,26,0.0,neutral
rep_004,repetition,32,27,0.0,neutral
rep_004,repetition,32,28,0.0,neutral
rep_004,repetition,32,29,0.0,neutral
rep_004,repetition,32,30,0.0,neutral
rep_004,repetition,32,31,0.0,neutral
rep_004,repetition,33,0,0.0,neutral
rep_004,repetition,33,1,-0.07505148649215698,bridge
rep_004,repetition,33,2,-0.07674291729927063,bridge
rep_004,repetition,33,3,0.0,neutral
rep_004,repetition,33,4,0.0,neutral
rep_004,repetition,33,5,0.0,neutral
rep_004,repetition,33,6,0.0830078125,cone
rep_004,repetition,33,7,0.0,neutral
rep_004,repetition,33,8,0.0,neutral
rep_004,repetition,33,9,-0.09292101860046387,bridge
rep_004,repetition,33,10,-0.05693593621253967,bridge
rep_004,repetition,33,11,-0.07507443428039551,bridge
rep_004,repetition,33,12,-0.0689765214920044,bridge
rep_004,repetition,33,13,-0.06812030076980591,bridge
rep_004,repetition,33,14,-0.06226216554641724,bridge
rep_004,repetition,33,15,-0.10285627841949463,bridge
rep_004,repetition,33,16,-0.09499473869800568,bridge
rep_004,repetition,33,17,-0.07651937007904053,bridge
rep_004,repetition,33,18,-0.07156607508659363,bridge
rep_004,repetition,33,19,-0.06542614102363586,bridge
rep_004,repetition,33,20,-0.050469398498535156,bridge
rep_004,repetition,33,21,-0.10652410984039307,bridge
rep_004,repetition,33,22,0.0,neutral
rep_004,repetition,33,23,-0.06354755163192749,bridge
rep_004,repetition,33,24,0.0,neutral
rep_004,repetition,33,25,0.0,neutral
rep_004,repetition,33,26,-0.07379144430160522,bridge
rep_004,repetition,33,27,-0.07279229164123535,bridge
rep_004,repetition,33,28,-0.09358882904052734,bridge
rep_004,repetition,33,29,-0.08297598361968994,bridge
rep_004,repetition,33,30,-0.10225433962685722,bridge
rep_004,repetition,33,31,-0.12505038579305014,bridge
rep_004,repetition,34,0,-0.07341827948888142,bridge
rep_004,repetition,34,1,-0.06870849430561066,bridge
rep_004,repetition,34,2,-0.0674949049949646,bridge
rep_004,repetition,34,3,-0.08650569915771485,bridge
rep_004,repetition,34,4,0.0,neutral
rep_004,repetition,34,5,-0.06663122773170471,bridge
rep_004,repetition,34,6,0.0,neutral
rep_004,repetition,34,7,-0.06980472803115845,bridge
rep_004,repetition,34,8,0.0,neutral
rep_004,repetition,34,9,0.0,neutral
rep_004,repetition,34,10,-0.06723731756210327,bridge
rep_004,repetition,34,11,0.0,neutral
rep_004,repetition,34,12,0.0,neutral
rep_004,repetition,34,13,0.0,neutral
rep_004,repetition,34,14,-0.054334938526153564,bridge
rep_004,repetition,34,15,0.0,neutral
rep_004,repetition,34,16,0.0,neutral
rep_004,repetition,34,17,0.0,neutral
rep_004,repetition,34,18,0.0,neutral
rep_004,repetition,34,19,0.0,neutral
rep_004,repetition,34,20,0.16552734375,cone
rep_004,repetition,34,21,-0.0024009346961975098,neutral
rep_004,repetition,34,22,-0.06421858072280884,bridge
rep_004,repetition,34,23,0.0,neutral
rep_004,repetition,34,24,0.0,neutral
rep_004,repetition,34,25,0.0,neutral
rep_004,repetition,34,26,0.0,neutral
rep_004,repetition,34,27,-0.06527745723724365,bridge
rep_004,repetition,34,28,0.0,neutral
rep_004,repetition,34,29,0.0,neutral
rep_004,repetition,34,30,-0.07124125957489014,bridge
rep_004,repetition,34,31,0.0,neutral
rep_004,repetition,35,0,0.0,neutral
rep_004,repetition,35,1,0.0,neutral
rep_004,repetition,35,2,0.0,neutral
rep_004,repetition,35,3,0.0,neutral
rep_004,repetition,35,4,0.0,neutral
rep_004,repetition,35,5,0.0,neutral
rep_004,repetition,35,6,0.0,neutral
rep_004,repetition,35,7,0.0,neutral
rep_004,repetition,35,8,0.0,neutral
rep_004,repetition,35,9,0.0,neutral
rep_004,repetition,35,10,-0.05038338899612427,bridge
rep_004,repetition,35,11,0.0,neutral
rep_004,repetition,35,12,-0.06405624747276306,bridge
rep_004,repetition,35,13,0.01548469066619873,neutral
rep_004,repetition,35,14,0.0,neutral
rep_004,repetition,35,15,0.0,neutral
rep_004,repetition,35,16,0.0,neutral
rep_004,repetition,35,17,0.0,neutral
rep_004,repetition,35,18,0.0,neutral
rep_004,repetition,35,19,-0.07178688049316406,bridge
rep_004,repetition,35,20,0.0,neutral
rep_004,repetition,35,21,0.0,neutral
rep_004,repetition,35,22,-0.06341394782066345,bridge
rep_004,repetition,35,23,-0.012278318405151367,neutral
rep_004,repetition,35,24,0.0,neutral
rep_004,repetition,35,25,0.0,neutral
rep_004,repetition,35,26,0.0517578125,cone
rep_004,repetition,35,27,0.0,neutral
rep_004,repetition,35,28,0.0,neutral
rep_004,repetition,35,29,0.0,neutral
rep_004,repetition,35,30,-0.05561208724975586,bridge
rep_004,repetition,35,31,-0.05587810277938843,bridge
rep_005,repetition,0,0,-0.0581132173538208,bridge
rep_005,repetition,0,1,0.0,neutral
rep_005,repetition,0,2,0.0,neutral
rep_005,repetition,0,3,0.0,neutral
rep_005,repetition,0,4,0.0,neutral
rep_005,repetition,0,5,0.0,neutral
rep_005,repetition,0,6,0.0,neutral
rep_005,repetition,0,7,0.0,neutral
rep_005,repetition,0,8,0.06103515625,cone
rep_005,repetition,0,9,0.0,neutral
rep_005,repetition,0,10,0.016375839710235596,neutral
rep_005,repetition,0,11,0.007787764072418213,neutral
rep_005,repetition,0,12,-0.0011499921480814523,neutral
rep_005,repetition,0,13,-0.005093644062678024,neutral
rep_005,repetition,0,14,-0.004417820771535234,neutral
rep_005,repetition,0,15,0.0,neutral
rep_005,repetition,0,16,0.0,neutral
rep_005,repetition,0,17,0.0,neutral
rep_005,repetition,0,18,0.0,neutral
rep_005,repetition,0,19,0.0,neutral
rep_005,repetition,0,20,0.0,neutral
rep_005,repetition,0,21,0.0,neutral
rep_005,repetition,0,22,0.0,neutral
rep_005,repetition,0,23,-0.0001761913299560547,neutral
rep_005,repetition,0,24,0.0,neutral
rep_005,repetition,0,25,0.000577092170715332,neutral
rep_005,repetition,0,26,0.0,neutral
rep_005,repetition,0,27,0.0,neutral
rep_005,repetition,0,28,0.0,neutral
rep_005,repetition,0,29,-0.011062920093536377,neutral
rep_005,repetition,0,30,0.0,neutral
rep_005,repetition,0,31,0.0,neutral
rep_005,repetition,1,0,0.0,neutral
rep_005,repetition,1,1,0.0,neutral
rep_005,repetition,1,2,0.051025390625,cone
rep_005,repetition,1,3,-0.00354766845703125,neutral
rep_005,repetition,1,4,0.0,neutral
rep_005,repetition,1,5,0.0026556402444839478,neutral
rep_005,repetition,1,6,0.0,neutral
rep_005,repetition,1,7,-0.0011676947275797572,neutral
rep_005,repetition,1,8,0.03711444139480591,cone
rep_005,repetition,1,9,0.0,neutral
rep_005,repetition,1,10,0.0,neutral
rep_005,repetition,1,11,0.015973210334777832,neutral
rep_005,repetition,1,12,0.0,neutral
rep_005,repetition,1,13,-0.005048036575317383,neutral
rep_005,repetition,1,14,0.0,neutral
rep_005,repetition,1,15,0.020100563764572144,neutral
rep_005,repetition,1,16,0.0,neutral
rep_005,repetition,1,17,0.0,neutral
rep_005,repetition,1,18,0.12353515625,cone
rep_005,repetition,1,19,0.0,neutral
rep_005,repetition,1,20,0.050048828125,cone
rep_005,repetition,1,21,0.0,neutral
rep_005,repetition,1,22,0.007708489894866943,neutral
rep_005,repetition,1,23,0.009211838245391853,neutral
rep_005,repetition,1,24,0.07197265625,cone
rep_005,repetition,1,25,0.0,neutral
rep_005,repetition,1,26,0.005742579698562622,neutral
rep_005,repetition,1,27,0.056640625,cone
rep_005,repetition,1,28,0.008368968963623047,neutral
rep_005,repetition,1,29,0.0,neutral
rep_005,repetition,1,30,0.0,neutral
rep_005,repetition,1,31,0.0,neutral
rep_005,repetition,2,0,0.0,neutral
rep_005,repetition,2,1,0.0595703125,cone
rep_005,repetition,2,2,0.0,neutral
rep_005,repetition,2,3,0.0,neutral
rep_005,repetition,2,4,0.0,neutral
rep_005,repetition,2,5,-0.13516277074813843,bridge
rep_005,repetition,2,6,-0.056883811950683594,bridge
rep_005,repetition,2,7,0.0,neutral
rep_005,repetition,2,8,0.0,neutral
rep_005,repetition,2,9,0.091796875,cone
rep_005,repetition,2,10,0.0615234375,cone
rep_005,repetition,2,11,-0.12819218635559082,bridge
rep_005,repetition,2,12,-0.06765575706958771,bridge
rep_005,repetition,2,13,-0.06441700458526611,bridge
rep_005,repetition,2,14,0.0,neutral
rep_005,repetition,2,15,-0.05797535181045532,bridge
rep_005,repetition,2,16,0.05517578125,cone
rep_005,repetition,2,17,0.021572589874267578,neutral
rep_005,repetition,2,18,0.026605546474456787,neutral
rep_005,repetition,2,19,-0.0008031129837036133,neutral
rep_005,repetition,2,20,0.0,neutral
rep_005,repetition,2,21,0.0,neutral
rep_005,repetition,2,22,0.0,neutral
rep_005,repetition,2,23,0.0,neutral
rep_005,repetition,2,24,-0.00019568204879760742,neutral
rep_005,repetition,2,25,0.002612501382827759,neutral
rep_005,repetition,2,26,-0.004089266061782837,neutral
rep_005,repetition,2,27,0.002218865922519145,neutral
rep_005,repetition,2,28,0.0,neutral
rep_005,repetition,2,29,0.0,neutral
rep_005,repetition,2,30,0.024632252527005752,neutral
rep_005,repetition,2,31,0.006904020195915572,neutral
rep_005,repetition,3,0,0.0595703125,cone
rep_005,repetition,3,1,0.0,neutral
rep_005,repetition,3,2,-0.005231424172719316,neutral
rep_005,repetition,3,3,-0.0125402311484019,neutral
rep_005,repetition,3,4,0.0,neutral
rep_005,repetition,3,5,0.0,neutral
rep_005,repetition,3,6,-0.0876723329226176,bridge
rep_005,repetition,3,7,-0.051792919635772705,bridge
rep_005,repetition,3,8,0.0537109375,cone
rep_005,repetition,3,9,0.0,neutral
rep_005,repetition,3,10,0.0,neutral
rep_005,repetition,3,11,0.0,neutral
rep_005,repetition,3,12,-0.08580946922302246,bridge
rep_005,repetition,3,13,-0.0203857421875,neutral
rep_005,repetition,3,14,-0.1020473837852478,bridge
rep_005,repetition,3,15,0.0,neutral
rep_005,repetition,3,16,-0.0030055642127990723,neutral
rep_005,repetition,3,17,0.0,neutral
rep_005,repetition,3,18,0.012705087661743164,neutral
rep_005,repetition,3,19,0.052734375,cone
rep_005,repetition,3,20,0.06901041666666667,cone
rep_005,repetition,3,21,-0.05637168884277344,bridge
rep_005,repetition,3,22,-0.1196519136428833,bridge
rep_005,repetition,3,23,0.0,neutral
rep_005,repetition,3,24,0.0,neutral
rep_005,repetition,3,25,0.0,neutral
rep_005,repetition,3,26,0.0,neutral
rep_005,repetition,3,27,0.0,neutral
rep_005,repetition,3,28,0.064453125,cone
rep_005,repetition,3,29,0.05078125,cone
rep_005,repetition,3,30,0.0,neutral
rep_005,repetition,3,31,0.0,neutral
rep_005,repetition,4,0,0.0,neutral
rep_005,repetition,4,1,-0.06632051865259807,bridge
rep_005,repetition,4,2,0.0,neutral
rep_005,repetition,4,3,0.0,neutral
rep_005,repetition,4,4,0.007486828735896525,neutral
rep_005,repetition,4,5,-0.09055685997009277,bridge
rep_005,repetition,4,6,-0.01230233907699585,neutral
rep_005,repetition,4,7,0.0,neutral
rep_005,repetition,4,8,0.0,neutral
rep_005,repetition,4,9,0.0,neutral
rep_005,repetition,4,10,0.0,neutral
rep_005,repetition,4,11,0.0,neutral
rep_005,repetition,4,12,-0.07620036602020264,bridge
rep_005,repetition,4,13,-0.003383457660675049,neutral
rep_005,repetition,4,14,0.0,neutral
rep_005,repetition,4,15,0.0,neutral
rep_005,repetition,4,16,0.0,neutral
rep_005,repetition,4,17,0.0,neutral
rep_005,repetition,4,18,0.0,neutral
rep_005,repetition,4,19,0.0,neutral
rep_005,repetition,4,20,0.0,neutral
rep_005,repetition,4,21,0.0,neutral
rep_005,repetition,4,22,0.0,neutral
rep_005,repetition,4,23,0.0,neutral
rep_005,repetition,4,24,-0.07249253988265991,bridge
rep_005,repetition,4,25,-0.00233082969983419,neutral
rep_005,repetition,4,26,-0.055149734020233154,bridge
rep_005,repetition,4,27,0.0,neutral
rep_005,repetition,4,28,-0.05468183755874634,bridge
rep_005,repetition,4,29,-0.05644544959068298,bridge
rep_005,repetition,4,30,0.0,neutral
rep_005,repetition,4,31,0.0,neutral
rep_005,repetition,5,0,-0.0024847984313964844,neutral
rep_005,repetition,5,1,0.0,neutral
rep_005,repetition,5,2,0.0,neutral
